eid,block,performance,contrasts,n_contrasts
ad1c74c4-9d05-43ac-865a-a1258f154505,0.2,"[0.3333333333333333, 0.1111111111111111, 0.6666666666666666, 0.8, 0.896551724137931, 1.0, 1.0, 0.9545454545454546, 0.8947368421052632]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[3, 9, 3, 10, 29, 17, 19, 22, 19]"
ad1c74c4-9d05-43ac-865a-a1258f154505,0.8,"[0.16129032258064516, 0.2647058823529412, 0.42857142857142855, 0.5862068965517241, 0.7428571428571429, 0.8888888888888888, 0.875, 0.8, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[31, 34, 21, 29, 35, 9, 8, 15, 14]"
7e489113-4784-4940-b5d0-0e2707d3738e,0.5,"[0.0, 0.1, 0.0, 0.18181818181818182, 0.5, 0.8333333333333334, 1.0, 0.9, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 10, 11, 11, 12, 12, 7, 10, 12]"
7e489113-4784-4940-b5d0-0e2707d3738e,0.2,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.4, 0.7931034482758621, 0.9230769230769231, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[2, 5, 5, 3, 20, 29, 26, 23, 13]"
7e489113-4784-4940-b5d0-0e2707d3738e,0.8,"[0.0, 0.046511627906976744, 0.043478260869565216, 0.1875, 0.40540540540540543, 0.8333333333333334, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[47, 43, 46, 48, 37, 12, 16, 12, 6]"
85ed653b-2e01-4cbf-8bea-43dc70f0dda1,0.5,"[0.1111111111111111, 0.0, 0.25, 0.0, 0.36363636363636365, 0.8333333333333334, 0.7857142857142857, 0.8571428571428571, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 10, 8, 6, 22, 12, 14, 7, 2]"
85ed653b-2e01-4cbf-8bea-43dc70f0dda1,0.2,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.6206896551724138, 0.8627450980392157, 0.9285714285714286, 0.9272727272727272, 0.95]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 16, 10, 11, 58, 51, 42, 55, 40]"
85ed653b-2e01-4cbf-8bea-43dc70f0dda1,0.8,"[0.0, 0.022727272727272728, 0.018867924528301886, 0.06818181818181818, 0.43137254901960786, 0.6666666666666666, 0.6923076923076923, 0.9285714285714286, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[43, 44, 53, 44, 51, 18, 13, 14, 11]"
8b9e2b2a-eb6d-47f8-bf1b-91807de29f2b,0.5,"[0.0, 0.16666666666666666, 0.5714285714285714, 0.7142857142857143, 0.8, 0.75, 0.7272727272727273, 0.75, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 12, 7, 7, 15, 8, 11, 12, 11]"
8b9e2b2a-eb6d-47f8-bf1b-91807de29f2b,0.2,"[0.0, 0.5, 0.0, 0.5, 0.5, 0.7931034482758621, 0.6666666666666666, 0.8947368421052632, 0.9354838709677419]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 8, 4, 6, 30, 29, 24, 19, 31]"
8b9e2b2a-eb6d-47f8-bf1b-91807de29f2b,0.8,"[0.037037037037037035, 0.03225806451612903, 0.10256410256410256, 0.3333333333333333, 0.35714285714285715, 0.5714285714285714, 0.8, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[27, 31, 39, 24, 42, 7, 5, 4, 3]"
39551323-e4ab-47dc-951b-f3b286fa2369,0.5,"[0.0, 0.08333333333333333, 0.0, 0.09090909090909091, 0.5555555555555556, 0.875, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 12, 6, 11, 18, 8, 8, 4, 7]"
39551323-e4ab-47dc-951b-f3b286fa2369,0.2,"[0.0, 0.09090909090909091, 0.1, 0.0625, 0.4895833333333333, 0.935064935064935, 0.9302325581395349, 0.9213483146067416, 0.9487179487179487]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 22, 20, 16, 96, 77, 86, 89, 78]"
39551323-e4ab-47dc-951b-f3b286fa2369,0.8,"[0.05, 0.06329113924050633, 0.06329113924050633, 0.16071428571428573, 0.4264705882352941, 0.7857142857142857, 0.875, 1.0, 0.9375]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[60, 79, 79, 56, 68, 14, 16, 20, 16]"
b12c110d-13a3-467a-b9c3-43892f539040,0.5,"[0.3333333333333333, 0.2857142857142857, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.4, 0.45454545454545453, 0.2857142857142857, 0.7142857142857143]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 7, 9, 9, 21, 10, 11, 7, 7]"
b12c110d-13a3-467a-b9c3-43892f539040,0.2,"[0.0, 1.0]","[6.25, 25.0]","[1, 1]"
6d3f9358-b63b-4f76-9b58-8029264942ec,0.5,"[0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.1111111111111111, 0.3333333333333333]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 12, 7, 9, 23, 6, 6, 9, 9]"
6d3f9358-b63b-4f76-9b58-8029264942ec,0.2,"[0.2, 0.3333333333333333, 0.0, 0.0, 0.17142857142857143, 0.0, 0.20833333333333334, 0.24242424242424243, 0.5833333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 6, 3, 2, 35, 29, 24, 33, 24]"
6d3f9358-b63b-4f76-9b58-8029264942ec,0.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.3333333333333333]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 11, 12, 12, 15, 3, 4, 6, 3]"
89ae1ca0-429e-4180-869d-31d4baae3b70,0.5,"[0.0, 0.2857142857142857, 0.4166666666666667, 0.2, 0.5625, 0.5, 0.7272727272727273, 1.0, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 7, 12, 10, 16, 8, 11, 12, 7]"
89ae1ca0-429e-4180-869d-31d4baae3b70,0.2,"[0.0, 0.5, 0.3333333333333333, 0.375, 0.41379310344827586, 0.7857142857142857, 0.9705882352941176, 1.0, 0.96]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 6, 9, 8, 29, 28, 34, 20, 25]"
89ae1ca0-429e-4180-869d-31d4baae3b70,0.8,"[0.12121212121212122, 0.0, 0.10344827586206896, 0.08571428571428572, 0.09302325581395349, 0.5, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[33, 25, 29, 35, 43, 2, 5, 8, 9]"
abc0857d-f4cd-433a-8243-2212069f76aa,0.5,"[0.0, 0.09090909090909091, 0.0625, 0.2222222222222222, 0.15789473684210525, 0.3333333333333333, 0.0, 0.45454545454545453, 0.16666666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 11, 16, 9, 19, 3, 6, 11, 6]"
abc0857d-f4cd-433a-8243-2212069f76aa,0.2,"[1.0, 0.5, 0.0, 1.0, 0.3333333333333333, 0.0, 0.16666666666666666, 0.2, 0.2]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[1, 2, 1, 1, 3, 5, 6, 5, 5]"
abc0857d-f4cd-433a-8243-2212069f76aa,0.8,"[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 25.0, 100.0]","[5, 4, 5, 2, 4, 1, 2, 1]"
9c5d8a17-69e7-46d0-89d9-1d48423473d2,0.5,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.5333333333333333, 0.5833333333333334, 1.0, 1.0, 0.875]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 12, 7, 7, 15, 12, 11, 10, 8]"
9c5d8a17-69e7-46d0-89d9-1d48423473d2,0.2,"[0.0, 0.1111111111111111, 0.4, 0.5555555555555556, 0.85, 0.896551724137931, 0.9642857142857143, 0.9666666666666667, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 9, 10, 9, 40, 29, 28, 30, 21]"
9c5d8a17-69e7-46d0-89d9-1d48423473d2,0.8,"[0.0, 0.034482758620689655, 0.11764705882352941, 0.2692307692307692, 0.35714285714285715, 0.42857142857142855, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[24, 29, 17, 26, 28, 7, 5, 5, 6]"
4df52a47-c657-465d-aa0d-3cb5f5f73413,0.5,"[0.0, 0.1, 0.0, 0.0, 0.3333333333333333, 0.5714285714285714, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 10, 9, 7, 21, 7, 7, 13, 9]"
4df52a47-c657-465d-aa0d-3cb5f5f73413,0.2,"[0.0, 0.0, 0.5, 0.5, 0.8888888888888888, 0.84375, 1.0, 0.9767441860465116, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 7, 12, 6, 36, 32, 31, 43, 44]"
4df52a47-c657-465d-aa0d-3cb5f5f73413,0.8,"[0.0, 0.0, 0.0, 0.1, 0.32, 0.3, 0.8333333333333334, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[26, 27, 35, 20, 25, 10, 12, 7, 10]"
38b857cb-2dcd-4382-aa95-2d8184ba5bf2,0.5,"[0.16666666666666666, 0.46153846153846156, 0.5, 0.7142857142857143, 0.7142857142857143, 0.6666666666666666, 1.0, 1.0, 0.875]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 13, 6, 7, 21, 9, 10, 10, 8]"
38b857cb-2dcd-4382-aa95-2d8184ba5bf2,0.2,"[0.6363636363636364, 0.36363636363636365, 0.38461538461538464, 0.4444444444444444, 0.5466666666666666, 0.8983050847457628, 1.0, 0.9833333333333333, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 11, 13, 9, 75, 59, 68, 60, 68]"
38b857cb-2dcd-4382-aa95-2d8184ba5bf2,0.8,"[0.109375, 0.1506849315068493, 0.09375, 0.14084507042253522, 0.08860759493670886, 0.75, 0.875, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[64, 73, 64, 71, 79, 20, 24, 19, 15]"
607d79be-4ca8-40a9-9929-7aa2aca9c6e0,0.5,"[0.0, 0.0, 0.5, 1.0, 0.9047619047619048, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 5, 12, 6, 21, 17, 8, 9, 8]"
607d79be-4ca8-40a9-9929-7aa2aca9c6e0,0.2,"[0.25, 0.4230769230769231, 0.55, 0.8235294117647058, 0.9504950495049505, 0.9583333333333334, 0.9882352941176471, 0.9880952380952381, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[20, 26, 20, 17, 101, 96, 85, 84, 106]"
607d79be-4ca8-40a9-9929-7aa2aca9c6e0,0.8,"[0.011904761904761904, 0.04054054054054054, 0.20833333333333334, 0.375, 0.5714285714285714, 0.6153846153846154, 0.6666666666666666, 0.8571428571428571, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[84, 74, 96, 72, 98, 13, 12, 21, 14]"
8b190f47-06a0-4a31-a38e-4073cb3d6f7b,0.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2727272727272727, 0.6666666666666666, 0.6363636363636364, 0.9166666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 11, 10, 8, 17, 11, 3, 11, 12]"
8b190f47-06a0-4a31-a38e-4073cb3d6f7b,0.2,"[0.05263157894736842, 0.045454545454545456, 0.1, 0.0, 0.45, 0.9166666666666666, 0.9387755102040817, 0.9491525423728814, 0.9782608695652174]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[19, 22, 10, 16, 60, 60, 49, 59, 46]"
8b190f47-06a0-4a31-a38e-4073cb3d6f7b,0.8,"[0.030303030303030304, 0.04054054054054054, 0.0, 0.08450704225352113, 0.20430107526881722, 0.8, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[66, 74, 72, 71, 93, 15, 10, 11, 18]"
fe0163b6-6966-42f4-95bd-6236880b7da6,0.5,"[0.0, 0.14285714285714285, 0.2727272727272727, 1.0, 0.8235294117647058, 0.6923076923076923, 0.75, 0.8333333333333334, 0.5]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 14, 11, 4, 17, 13, 12, 6, 6]"
fe0163b6-6966-42f4-95bd-6236880b7da6,0.2,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.5370370370370371, 0.625, 0.7941176470588235, 0.7878787878787878, 0.8529411764705882]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 15, 10, 6, 54, 32, 34, 33, 34]"
fe0163b6-6966-42f4-95bd-6236880b7da6,0.8,"[0.021739130434782608, 0.0, 0.018867924528301886, 0.15217391304347827, 0.3404255319148936, 0.3125, 0.6666666666666666, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[46, 55, 53, 46, 47, 16, 6, 21, 10]"
ddd20f17-7e19-4e81-ab29-ff1e15fccab6,0.5,"[0.09090909090909091, 0.0, 0.0, 0.4, 0.4666666666666667, 0.7777777777777778, 0.9285714285714286, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 7, 10, 5, 15, 9, 14, 13, 6]"
ddd20f17-7e19-4e81-ab29-ff1e15fccab6,0.2,"[0.05263157894736842, 0.16666666666666666, 0.3333333333333333, 0.6, 0.6666666666666666, 0.8095238095238095, 0.9857142857142858, 0.9672131147540983, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[19, 18, 18, 10, 75, 63, 70, 61, 57]"
ddd20f17-7e19-4e81-ab29-ff1e15fccab6,0.8,"[0.044444444444444446, 0.1, 0.046511627906976744, 0.28846153846153844, 0.25, 0.9, 0.8181818181818182, 0.9375, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[45, 60, 43, 52, 76, 10, 11, 16, 11]"
7783ce03-a623-45f4-b11b-e948ef797ca9,0.5,"[0.5, 1.0, 0.9090909090909091, 0.7777777777777778, 1.0, 0.875, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 7, 11, 9, 17, 8, 14, 6, 8]"
7783ce03-a623-45f4-b11b-e948ef797ca9,0.2,"[0.5217391304347826, 1.0, 1.0, 0.9090909090909091, 0.9393939393939394, 0.8333333333333334, 0.9841269841269841, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[23, 14, 14, 11, 66, 54, 63, 54, 62]"
7783ce03-a623-45f4-b11b-e948ef797ca9,0.8,"[0.4375, 0.5142857142857142, 0.6842105263157895, 0.6538461538461539, 0.6666666666666666, 0.8571428571428571, 0.9, 0.9230769230769231, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[32, 35, 38, 26, 45, 7, 10, 13, 11]"
b18f8929-6e8a-4a7f-9850-7af3871fd50e,0.5,"[0.0, 0.2222222222222222, 0.8571428571428571, 0.9230769230769231, 0.8636363636363636, 1.0, 0.875, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 9, 7, 13, 22, 8, 8, 9, 8]"
b18f8929-6e8a-4a7f-9850-7af3871fd50e,0.2,"[0.2777777777777778, 0.75, 1.0, 1.0, 0.9911504424778761, 1.0, 0.9875, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[18, 20, 16, 29, 113, 75, 80, 92, 68]"
b18f8929-6e8a-4a7f-9850-7af3871fd50e,0.8,"[0.08421052631578947, 0.29333333333333333, 0.78125, 0.9701492537313433, 0.9381443298969072, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[95, 75, 96, 67, 97, 25, 24, 24, 16]"
a427ba9b-dbdf-411b-8a7d-d6b9ef49b4c6,0.5,"[0.09090909090909091, 0.0, 0.2857142857142857, 0.38461538461538464, 0.7058823529411765, 1.0, 1.0, 0.9, 0.8666666666666667]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 3, 7, 13, 17, 7, 7, 10, 15]"
a427ba9b-dbdf-411b-8a7d-d6b9ef49b4c6,0.2,"[0.23529411764705882, 0.6666666666666666, 0.45454545454545453, 0.3333333333333333, 0.7840909090909091, 0.75, 0.935064935064935, 0.9358974358974359, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[17, 15, 11, 6, 88, 76, 77, 78, 75]"
a427ba9b-dbdf-411b-8a7d-d6b9ef49b4c6,0.8,"[0.12, 0.12162162162162163, 0.1388888888888889, 0.29411764705882354, 0.40404040404040403, 0.4444444444444444, 0.7142857142857143, 0.8947368421052632, 0.9565217391304348]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[75, 74, 72, 68, 99, 9, 21, 19, 23]"
de67e72f-41f8-4390-bbfa-56cc840b2a87,0.5,"[0.125, 0.0, 0.14285714285714285, 0.6, 0.6428571428571429, 0.6428571428571429, 0.625, 0.9, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 10, 7, 10, 14, 14, 8, 10, 9]"
de67e72f-41f8-4390-bbfa-56cc840b2a87,0.2,"[0.0, 0.1, 0.375, 0.5, 0.8, 0.7619047619047619, 0.8421052631578947, 0.8936170212765957, 0.9]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 10, 8, 10, 30, 42, 38, 47, 40]"
de67e72f-41f8-4390-bbfa-56cc840b2a87,0.8,"[0.0, 0.045454545454545456, 0.21739130434782608, 0.5862068965517241, 0.627906976744186, 1.0, 0.8333333333333334, 0.7777777777777778, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[21, 22, 23, 29, 43, 8, 6, 9, 7]"
39b4bc39-4979-435b-ab29-06e1aefd94d4,0.5,"[0.08333333333333333, 0.4166666666666667, 0.6, 0.6666666666666666, 0.625, 0.5, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 12, 5, 9, 16, 8, 12, 6, 10]"
39b4bc39-4979-435b-ab29-06e1aefd94d4,0.2,"[0.0, 0.14285714285714285, 0.15384615384615385, 0.46153846153846156, 0.7088607594936709, 0.7407407407407407, 0.9206349206349206, 0.9552238805970149, 0.9411764705882353]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[18, 14, 13, 13, 79, 54, 63, 67, 68]"
39b4bc39-4979-435b-ab29-06e1aefd94d4,0.8,"[0.022222222222222223, 0.020833333333333332, 0.2, 0.36923076923076925, 0.4032258064516129, 0.8, 1.0, 0.8, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[45, 48, 45, 65, 62, 10, 14, 15, 7]"
34fbbec4-2b98-4996-8b87-3ec5dcd1ae01,0.5,"[0.0, 0.0, 0.1111111111111111, 0.25, 0.42857142857142855, 0.36363636363636365, 0.8571428571428571, 0.7, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 8, 9, 12, 21, 11, 7, 10, 6]"
34fbbec4-2b98-4996-8b87-3ec5dcd1ae01,0.2,"[0.0, 0.0, 0.05555555555555555, 0.125, 0.6333333333333333, 0.7162162162162162, 0.7323943661971831, 0.8552631578947368, 0.9387755102040817]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[24, 22, 18, 16, 90, 74, 71, 76, 98]"
34fbbec4-2b98-4996-8b87-3ec5dcd1ae01,0.8,"[0.0, 0.037037037037037035, 0.0, 0.06, 0.2235294117647059, 0.36363636363636365, 0.625, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[66, 54, 49, 50, 85, 11, 16, 9, 13]"
899fc2ef-6c58-4c74-b65a-efeac86caa21,0.5,"[0.0, 0.2, 0.15384615384615385, 0.16666666666666666, 0.7272727272727273, 0.5714285714285714, 0.5, 0.5, 0.8461538461538461]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 5, 13, 6, 22, 7, 8, 2, 13]"
899fc2ef-6c58-4c74-b65a-efeac86caa21,0.2,"[0.1111111111111111, 0.25, 0.4666666666666667, 0.42857142857142855, 0.8260869565217391, 0.8235294117647058, 0.9333333333333333, 0.967741935483871, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 12, 15, 14, 46, 34, 45, 31, 38]"
899fc2ef-6c58-4c74-b65a-efeac86caa21,0.8,"[0.06382978723404255, 0.061224489795918366, 0.13725490196078433, 0.32558139534883723, 0.39622641509433965, 0.5, 0.6666666666666666, 0.8, 0.8461538461538461]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[47, 49, 51, 43, 53, 10, 9, 10, 13]"
d3d20bb2-6c2a-43e2-8011-115a73a72598,0.5,"[0.0, 0.125, 0.125, 0.1111111111111111, 0.4666666666666667, 1.0, 0.8125, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 8, 8, 9, 15, 12, 16, 9, 6]"
d3d20bb2-6c2a-43e2-8011-115a73a72598,0.2,"[0.1875, 0.25, 0.21428571428571427, 0.0, 0.47368421052631576, 0.868421052631579, 0.9056603773584906, 0.9180327868852459, 0.9245283018867925]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 12, 14, 10, 76, 38, 53, 61, 53]"
d3d20bb2-6c2a-43e2-8011-115a73a72598,0.8,"[0.06349206349206349, 0.07936507936507936, 0.13793103448275862, 0.17647058823529413, 0.36585365853658536, 0.9090909090909091, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[63, 63, 58, 68, 82, 22, 20, 11, 10]"
db20eb43-56ed-43e4-a369-34d57901cc3a,0.5,"[0.0, 0.0, 0.0, 0.6, 0.4666666666666667, 0.6, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 9, 15, 10, 15, 10, 5, 10, 6]"
db20eb43-56ed-43e4-a369-34d57901cc3a,0.2,"[0.0, 0.0, 0.25, 0.5384615384615384, 0.484375, 0.5405405405405406, 0.64, 0.6666666666666666, 0.5319148936170213]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 12, 12, 13, 64, 37, 50, 39, 47]"
db20eb43-56ed-43e4-a369-34d57901cc3a,0.8,"[0.04878048780487805, 0.1702127659574468, 0.2, 0.28205128205128205, 0.3157894736842105, 0.21428571428571427, 0.5833333333333334, 0.8, 0.5714285714285714]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[41, 47, 45, 39, 38, 14, 12, 5, 7]"
b000d179-db92-4839-abf5-0671f5fd9a4e,0.5,"[0.0, 0.0, 0.2857142857142857, 0.5, 0.6470588235294118, 0.6, 0.9090909090909091, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 9, 7, 8, 17, 15, 11, 9, 6]"
b000d179-db92-4839-abf5-0671f5fd9a4e,0.2,"[0.125, 0.23076923076923078, 0.6, 0.7, 0.8431372549019608, 0.8103448275862069, 0.9130434782608695, 0.9069767441860465, 0.8913043478260869]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 13, 10, 10, 51, 58, 46, 43, 46]"
b000d179-db92-4839-abf5-0671f5fd9a4e,0.8,"[0.0, 0.02702702702702703, 0.07894736842105263, 0.19230769230769232, 0.3191489361702128, 0.21428571428571427, 1.0, 0.6153846153846154, 0.7]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[48, 37, 38, 52, 47, 14, 5, 13, 10]"
c16ec9e4-298d-4042-a2f2-2d4a1af4d1fd,0.5,"[0.5, 0.0, 0.6, 0.8333333333333334, 0.8181818181818182, 0.8571428571428571, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 4, 10, 12, 11, 14, 7, 8, 12]"
c16ec9e4-298d-4042-a2f2-2d4a1af4d1fd,0.2,"[0.14285714285714285, 0.0, 0.125, 0.0, 0.0684931506849315, 0.40476190476190477, 0.639344262295082, 0.8518518518518519, 0.9473684210526315]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 11, 16, 15, 73, 42, 61, 54, 38]"
c16ec9e4-298d-4042-a2f2-2d4a1af4d1fd,0.8,"[0.0410958904109589, 0.04285714285714286, 0.08771929824561403, 0.04395604395604396, 0.10309278350515463, 0.3548387096774194, 0.5238095238095238, 0.8787878787878788, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[73, 70, 57, 91, 97, 31, 21, 33, 24]"
